full_name;job_titel_ID;overtime_minuteses;final_payment;paymen_date
Alejandro Kunde;2;4;0;24.04.2024
Leona Ratke;3;4;5;24.04.2024
Dr. Joanna Satterfield;4;3;5;24.04.2024
Ryan Marvin;5;4;4;24.04.2024
Vera Kreiger;6;0;4;24.04.2024
Dr. Olivia Zemlak;7;4;5;24.04.2024
Lela Kozey;8;1;1;24.04.2024
Jonathon Lockman;9;4;4;24.04.2024
Jose Medhurst;10;0;1;24.04.2024
Denise Parisian IV;1;4;2;24.04.2024
Chris Mann II;2;4;2;24.04.2024
Bennie HermannRolfson;3;4;5;24.04.2024
Jacob Schowalter;4;5;0;24.04.2024
Bernadette Brekke;5;1;0;24.04.2024
Rochelle Langworth;6;3;1;24.04.2024
Pearl Keebler;7;1;5;24.04.2024
Tammy Kemmer;8;5;2;24.04.2024
Susie McKenzie;9;1;4;24.04.2024
Mrs. Cora Fadel;10;1;0;24.04.2024
Ms. Jenny Homenick;1;4;5;24.04.2024
Karen Thiel;2;4;2;24.04.2024
Ellen Zulauf;3;5;0;24.04.2024
Moses Konopelski Sr.;4;1;3;24.04.2024
Armando Koss IV;5;3;1;24.04.2024
Gerard Kerluke IV;6;0;2;24.04.2024
Faith Kulas;7;4;2;24.04.2024
Roosevelt Friesen;8;2;0;24.04.2024
Marlene Fadel;9;1;0;24.04.2024
Marjorie Macejkovic;10;1;0;24.04.2024
Myron Von;1;4;1;24.04.2024
Tabitha Quigley;2;1;4;24.04.2024
Simon Corwin;3;5;3;24.04.2024
Cora Bogisich;4;1;1;24.04.2024
Marguerite Balistreri;5;0;4;24.04.2024
Margaret Grant;6;3;5;24.04.2024
Ms. Lee Kessler;7;2;1;24.04.2024
Marshall Koelpin;8;4;0;24.04.2024
Ida BotsfordEbert;9;2;5;24.04.2024
Natasha Connelly;10;0;5;24.04.2024
Ginger McLaughlin;1;4;0;24.04.2024
Rose Moen;2;2;4;24.04.2024
Luke Osinski;3;4;4;24.04.2024
Katrina Simonis;4;3;3;24.04.2024
Arnold Nitzsche;5;1;1;24.04.2024
Jesse Cassin;6;1;1;24.04.2024
Craig Wolf;7;2;0;24.04.2024
Miss Laura Hudson;8;0;0;24.04.2024
David HermannLittel;9;3;4;24.04.2024
Mrs. Jessica Windler DDS;10;1;0;24.04.2024
Ramon Mitchell;1;3;4;24.04.2024
Alice Schumm;2;2;5;24.04.2024
Terence Cole;3;2;1;24.04.2024
Johnny Bins IV;4;3;0;24.04.2024
Leah Lebsack;5;1;4;24.04.2024
Gerald Doyle;6;1;0;24.04.2024
Oliver Carroll;7;0;5;24.04.2024
Elijah McDermott PhD;8;3;3;24.04.2024
Lucas Kozey;9;3;4;24.04.2024
Robin Wilderman II;10;5;0;24.04.2024
Dean Walter;1;5;2;24.04.2024
Johnny Schmitt;2;5;1;24.04.2024
Tonya Boehm;3;3;1;24.04.2024
Pat BinsWeissnat;4;2;2;24.04.2024
Brent Swift;5;3;1;24.04.2024
Tricia Koss;6;2;4;24.04.2024
Armando Schaden;7;2;5;24.04.2024
Stephen Howell;8;0;5;24.04.2024
Clinton Welch;9;5;2;24.04.2024
Jared Brakus;10;4;2;24.04.2024
Trevor Sipes;1;5;0;24.04.2024
Priscilla Little;2;2;5;24.04.2024
Brendan Kautzer;3;0;2;24.04.2024
Claudia Emard;4;1;3;24.04.2024
Pablo Adams;5;3;1;24.04.2024
Maurice Smitham;6;4;5;24.04.2024
Misty Runolfsson;7;1;0;24.04.2024
Homer Armstrong;8;1;3;24.04.2024
Freda McClure;9;0;1;24.04.2024
Alma Gerhold;10;4;1;24.04.2024
Rogelio Durgan;1;0;2;24.04.2024
Kelvin Kreiger;2;1;3;24.04.2024
Freddie Kub;3;3;2;24.04.2024
Greg Vandervort;4;4;0;24.04.2024
Christian Schulist;5;3;1;24.04.2024
Terri Kohler;6;1;0;24.04.2024
Terry Purdy;7;2;1;24.04.2024
Mark Skiles I;8;4;5;24.04.2024
Christie Boyer;9;4;1;24.04.2024
Brendan Rodriguez;10;2;3;24.04.2024
Kim Kuhic;1;0;5;24.04.2024
Susie Steuber;2;0;5;24.04.2024
Warren Von;3;4;2;24.04.2024
Doyle Marks;4;3;4;24.04.2024
Mr. Danny Zulauf;5;3;0;24.04.2024
Marjorie Prosacco;6;0;1;24.04.2024
Miss Lori Kutch;7;0;4;24.04.2024
Dr. Clint Koepp;8;0;2;24.04.2024
Clifton Smith I;9;4;2;24.04.2024
Debbie Roob;10;2;1;24.04.2024
Marc Schmitt;1;4;5;24.04.2024
Julie Purdy;2;5;3;24.04.2024
Cameron DuBuque;3;3;0;24.04.2024
Melanie Kiehn PhD;4;3;4;24.04.2024
Juanita Will;5;5;1;24.04.2024
Darren Bailey;6;0;3;24.04.2024
Cindy Grady;7;4;4;24.04.2024
Wendell Doyle;8;5;2;24.04.2024
Heidi Boyle;9;3;3;24.04.2024
Harold Hoeger;10;0;3;24.04.2024
Oscar Dicki;1;5;1;24.04.2024
Timothy Labadie;2;3;2;24.04.2024
Mr. Tommie Langworth;3;2;5;24.04.2024
Toby Bayer;4;0;1;24.04.2024
Lola O'Keefe;5;2;4;24.04.2024
Geoffrey LueilwitzDenesik;6;4;3;24.04.2024
Cecelia Lakin;7;1;4;24.04.2024
April Rice;8;3;5;24.04.2024
Shannon Gislason;9;5;4;24.04.2024
Aaron Prohaska I;10;5;2;24.04.2024
Harriet LegrosHegmann;1;1;0;24.04.2024
Sophia Dietrich;2;3;4;24.04.2024
Jasmine Wyman I;3;1;2;24.04.2024
Patrick JacobsonStamm;4;3;2;24.04.2024
Sean Jacobson;5;3;2;24.04.2024
Essie White;6;2;1;24.04.2024
Ms. Marianne Toy;7;4;3;24.04.2024
Gladys Stokes;8;5;4;24.04.2024
Hugo Schneider III;9;1;0;24.04.2024
Julius Becker;10;0;1;24.04.2024
Winston Satterfield;1;3;0;24.04.2024
Dr. Lloyd Buckridge;2;3;2;24.04.2024
Ms. Mary Waters;3;3;2;24.04.2024
Noel Rippin;4;1;2;24.04.2024
Sherman Maggio;5;5;5;24.04.2024
Elvira Hansen IV;6;1;5;24.04.2024
Katherine Konopelski Sr.;7;5;5;24.04.2024
Linda Runolfsdottir;8;1;0;24.04.2024
Bernice Heller;9;5;2;24.04.2024
Dale Tremblay;10;5;5;24.04.2024
Mr. James Dickens;1;1;1;24.04.2024
Ms. Ollie WillmsFunk;2;3;1;24.04.2024
Shari Marks;3;2;1;24.04.2024
Antonia Heller;4;3;5;24.04.2024
Yolanda Ledner;5;4;2;24.04.2024
Nora Fahey;6;0;5;24.04.2024
Brandi Morar;7;5;1;24.04.2024
Rosemarie Gerhold;8;0;1;24.04.2024
Jean Nader;9;3;0;24.04.2024
Jan FerryBoyle;10;2;3;24.04.2024
Donna Bartell;1;3;5;24.04.2024
Tommy Cronin;2;0;5;24.04.2024
Carroll Collier;3;4;3;24.04.2024
Nicole Reinger;4;4;0;24.04.2024
Roger Purdy;5;0;2;24.04.2024
Candace Kris;6;0;1;24.04.2024
Larry Mueller Sr.;7;2;4;24.04.2024
Mrs. Jennie Veum;8;1;4;24.04.2024
Patty Gislason;9;2;0;24.04.2024
Mathew Anderson;10;3;1;24.04.2024
Patrick Collier;1;1;5;24.04.2024
Ryan Stracke;2;4;5;24.04.2024
Carlos Parker DVM;3;4;5;24.04.2024
Kendra Zulauf;4;1;0;24.04.2024
Raul Murray PhD;5;4;1;24.04.2024
Miss Hazel Herman;6;3;0;24.04.2024
Chad Padberg I;7;3;3;24.04.2024
Cathy Ledner;8;3;4;24.04.2024
Samantha Franey;9;4;5;24.04.2024
Clara Cremin Jr.;10;4;2;24.04.2024
Allison Borer;1;4;0;24.04.2024
Nathan Mann;2;1;4;24.04.2024
Audrey Abbott;3;1;4;24.04.2024
Pauline Breitenberg;4;4;5;24.04.2024
Ms. Veronica Gislason;5;1;4;24.04.2024
Peggy Kertzmann;6;5;4;24.04.2024
Salvatore Wyman;7;1;3;24.04.2024
Alexis Kassulke;8;4;4;24.04.2024
Rudolph Kovacek;9;0;2;24.04.2024
Tony Hettinger;10;2;2;24.04.2024
Gail Ullrich;1;1;2;24.04.2024
Teri Dicki;2;5;0;24.04.2024
Flora Hammes;3;5;3;24.04.2024
Terrance Kerluke MD;4;4;0;24.04.2024
Gladys Romaguera;5;1;3;24.04.2024
Don Dach;6;0;1;24.04.2024
Dr. Chester Johnson;7;4;2;24.04.2024
Domingo RutherfordBernier;8;0;1;24.04.2024
Leona Bartoletti;9;4;5;24.04.2024
Myron Franecki;10;2;5;24.04.2024
Traci Rippin DDS;1;1;5;24.04.2024
Blake Zboncak;2;3;3;24.04.2024
Dr. Geoffrey Rolfson Jr.;3;0;4;24.04.2024
Mae Leuschke;4;1;1;24.04.2024
Melanie Rath;5;0;0;24.04.2024
Rita Sawayn MD;6;4;2;24.04.2024
Dr. Isaac Sanford II;7;3;5;24.04.2024
Wilbur Dach;8;1;3;24.04.2024
Mary MurphySawayn;9;3;0;24.04.2024
Shawn Russel;10;0;1;24.04.2024
Lisa Sawayn;1;4;5;24.04.2024
Francis Hirthe;2;0;3;24.04.2024
Rosalie MetzMaggio;3;2;1;24.04.2024
Amos Heathcote;4;5;4;24.04.2024
Dr. Santos Armstrong;5;3;1;24.04.2024
Kay Jacobs;6;2;5;24.04.2024
Dr. Ira Crona DDS;7;1;1;24.04.2024
Marlon Trantow;8;0;5;24.04.2024
Dominick Jakubowski;9;2;1;24.04.2024
Glen Olson;10;0;2;24.04.2024
Virginia ParkerBecker;1;4;3;24.04.2024
Mrs. Gwendolyn Ruecker Sr.;2;3;2;24.04.2024
Cassandra Green;3;3;1;24.04.2024
Ebony Jones;4;2;5;24.04.2024
Dexter Cummings;5;3;1;24.04.2024
Roberto Kuphal;6;1;1;24.04.2024
Loren Fisher;7;1;2;24.04.2024
James Kessler;8;3;2;24.04.2024
Jody Dibbert;9;1;3;24.04.2024
Mrs. Sharon Nienow;10;1;1;24.04.2024
Mr. Rodney Macejkovic;1;4;4;24.04.2024
Kristi Lowe;2;2;5;24.04.2024
Miss Sabrina Streich;3;3;4;24.04.2024
Jay McGlynn;4;3;3;24.04.2024
Ms. Shelia Nienow;5;4;3;24.04.2024
Kathy Schimmel;6;5;1;24.04.2024
Tabitha Casper;7;3;2;24.04.2024
Harriet McDermott;8;2;0;24.04.2024
Robyn Kreiger Sr.;9;5;0;24.04.2024
Clinton Heidenreich;10;2;1;24.04.2024
Percy HermistonMarks;1;3;5;24.04.2024
Theodore Sauer;2;0;4;24.04.2024
Woodrow Johnston;3;3;2;24.04.2024
Mrs. Faye Fahey;4;2;0;24.04.2024
Jeffery Rolfson;5;1;4;24.04.2024
Marcos Runte;6;1;4;24.04.2024
Jimmy Koss;7;5;3;24.04.2024
Oscar Cronin;8;5;1;24.04.2024
Dr. Ed Kohler IV;9;4;0;24.04.2024
Miss Lydia Dooley;10;3;3;24.04.2024
Tony Murphy;1;0;4;24.04.2024
Pearl MillerSporer;2;1;0;24.04.2024
Kimberly Erdman;3;5;1;24.04.2024
Darrin Kulas;4;2;4;24.04.2024
Leigh Stark;5;5;5;24.04.2024
Cathy Homenick;6;3;3;24.04.2024
Julia Haley;7;2;3;24.04.2024
Carrie Reynolds;8;1;4;24.04.2024
Robyn Toy;9;1;2;24.04.2024
Maggie Kulas;10;4;1;24.04.2024
Mamie O'Connell;1;2;0;24.04.2024
Lowell Keebler;2;0;1;24.04.2024
Cecil Lynch;3;5;4;24.04.2024
Dianne Bogan;4;4;1;24.04.2024
Felicia Frami;5;3;2;24.04.2024
Byron Yundt;6;5;2;24.04.2024
Jessica Trantow IV;7;1;2;24.04.2024
Harold Dicki;8;0;3;24.04.2024
Guadalupe Grant;9;1;4;24.04.2024
Whitney Quitzon;10;1;5;24.04.2024
Dr. Ervin Raynor;1;2;3;24.04.2024
Dr. Traci O'Conner;2;1;3;24.04.2024
Omar Reichert;3;2;2;24.04.2024
Anthony Friesen;4;5;3;24.04.2024
Ms. Debra Williamson;5;5;2;24.04.2024
Geoffrey Gutkowski;6;2;5;24.04.2024
Lynda Lindgren;7;0;3;24.04.2024
Sabrina Roob;8;4;0;24.04.2024
Paulette Collins;9;4;5;24.04.2024
Josephine Fisher;10;1;4;24.04.2024
Veronica O'HaraKutch DDS;1;4;1;24.04.2024
Derrick Zemlak;2;4;4;24.04.2024
Elmer Kris;3;1;2;24.04.2024
Jim Monahan I;4;4;3;24.04.2024
Marta Spinka;5;0;3;24.04.2024
Clark Denesik III;6;4;4;24.04.2024
Erika Carroll;7;1;3;24.04.2024
Duane Steuber;8;4;1;24.04.2024
Kristin Kunde;9;2;1;24.04.2024
Shirley O'Connell II;10;2;3;24.04.2024
Alexandra Ernser;1;2;0;24.04.2024
Marianne Haley;2;0;1;24.04.2024
Brad Douglas;3;2;0;24.04.2024
Dr. Bridget Anderson;4;0;4;24.04.2024
Christine Smitham;5;5;4;24.04.2024
Angelica Kirlin;6;3;1;24.04.2024
Gregory DoyleHuel;7;1;5;24.04.2024
Becky Jacobi;8;4;0;24.04.2024
Wesley Thompson;9;0;4;24.04.2024
Mitchell Feil;10;0;5;24.04.2024
Tami Ryan;1;2;4;24.04.2024
Julio Gerlach;2;3;0;24.04.2024
Benny Tremblay;3;5;2;24.04.2024
Celia Streich;4;0;1;24.04.2024
Conrad Schaden;5;1;2;24.04.2024
Brian Larkin;6;3;2;24.04.2024
Josephine Deckow;7;2;5;24.04.2024
Stewart Ortiz;8;3;4;24.04.2024
Dr. Rene Labadie;9;5;0;24.04.2024
Violet Corwin;10;1;0;24.04.2024
Fernando Kris PhD;1;0;4;24.04.2024
Monique Bergnaum;2;2;4;24.04.2024
Wilbert Green;3;2;2;24.04.2024
Colin Raynor;4;3;4;24.04.2024
Pat Adams;5;3;5;24.04.2024
Betty Davis;6;3;2;24.04.2024
Gloria DuBuque;7;3;1;24.04.2024
Kelley Hermann;8;0;0;24.04.2024
Miss Angel Daugherty;9;2;5;24.04.2024
Ms. Kellie Sauer MD;10;2;1;24.04.2024
Marilyn Bogisich;1;5;0;24.04.2024
Victor Weber;2;1;5;24.04.2024
Bertha Kirlin IV;3;3;5;24.04.2024
Krystal McCullough;4;4;0;24.04.2024
Darnell Hamill;5;0;5;24.04.2024
Rhonda Keeling;6;1;5;24.04.2024
Dr. Wendell Schinner;7;4;3;24.04.2024
Sidney Feil;8;0;4;24.04.2024
Kristen Ward;9;1;5;24.04.2024
Forrest Mertz DDS;10;2;2;24.04.2024
Sammy Quigley;1;1;3;24.04.2024
Delia Hackett;2;1;0;24.04.2024
Maria SimonisConnelly;3;4;0;24.04.2024
Kristy Bins;4;5;4;24.04.2024
Dave Bernhard;5;3;0;24.04.2024
Carlos Blanda;6;4;4;24.04.2024
Gayle Carter;7;1;4;24.04.2024
Christian Kub;8;2;5;24.04.2024
Mrs. Mary Kub IV;9;2;1;24.04.2024
Jonathan Quitzon;10;3;4;24.04.2024
Cecelia Hermiston;1;3;5;24.04.2024
Danielle Dibbert;2;2;5;24.04.2024
Loren Bartell;3;4;5;24.04.2024
Kurt Morissette;4;5;5;24.04.2024
Sherri Maggio;5;4;0;24.04.2024
Mr. Gilbert Flatley;6;4;1;24.04.2024
Stacy O'Connell;7;2;5;24.04.2024
Dr. Willie Upton;8;0;4;24.04.2024
Roberto Roob;9;0;2;24.04.2024
Marian Collins;10;4;2;24.04.2024
Lorena Okuneva;1;3;4;24.04.2024
Ms. Erma Blick;2;2;1;24.04.2024
Jim Harris II;3;3;0;24.04.2024
Gladys Dickinson;4;5;5;24.04.2024
Lisa MacGyver;5;0;2;24.04.2024
Vernon Spinka;6;3;2;24.04.2024
Mrs. Judith Wiza;7;2;4;24.04.2024
Mrs. Gwen Smith;8;0;1;24.04.2024
Lynne Ruecker;9;4;5;24.04.2024
Percy Reynolds;10;5;0;24.04.2024
Paulette Hansen;1;1;1;24.04.2024
Jack Powlowski;2;0;1;24.04.2024
Miss Monica Kuhic;3;0;4;24.04.2024
Lorenzo Haag;4;2;5;24.04.2024
Donald Waters;5;2;2;24.04.2024
Jessica Jaskolski;6;0;3;24.04.2024
Kristina Kuvalis;7;1;1;24.04.2024
Milton Moen;8;1;2;24.04.2024
Kathleen BorerMcGlynn;9;0;5;24.04.2024
Angie Gusikowski II;10;0;4;24.04.2024
Rosemarie Gutmann;1;4;2;24.04.2024
Jody Hirthe I;2;5;3;24.04.2024
Micheal Anderson;3;3;1;24.04.2024
Lisa Raynor;4;1;4;24.04.2024
Patti Lind;5;4;2;24.04.2024
Rogelio Daugherty;6;3;0;24.04.2024
Miss Gladys Mayer;7;3;2;24.04.2024
Gertrude Reynolds;8;0;1;24.04.2024
Mr. Orville Swift;9;1;4;24.04.2024
Bobby Fay;10;3;2;24.04.2024
Kelly Roberts;1;4;2;24.04.2024
Mona Dickens Jr.;2;1;5;24.04.2024
Debra Champlin;3;4;5;24.04.2024
Sidney Cremin;4;3;1;24.04.2024
Mona Kuvalis;5;0;5;24.04.2024
Brendan Schroeder;6;1;1;24.04.2024
Regina Kemmer PhD;7;1;2;24.04.2024
Leticia Wuckert;8;3;2;24.04.2024
Calvin McCullough;9;1;3;24.04.2024
Miss Johanna Quigley;10;5;1;24.04.2024
Otis Klocko;1;1;0;24.04.2024
Alex Dibbert;2;1;3;24.04.2024
Byron Price;3;0;1;24.04.2024
Francisco Gerhold;4;4;4;24.04.2024
Armando Langosh;5;3;5;24.04.2024
Kendra Williamson;6;2;5;24.04.2024
Alton O'Conner;7;0;3;24.04.2024
Ms. Nancy Harber;8;0;5;24.04.2024
Robin Wiegand;9;0;3;24.04.2024
Eleanor Heathcote;10;2;5;24.04.2024
Wade D'Amore;1;4;5;24.04.2024
Julio JacobiEbert;2;0;4;24.04.2024
Hannah Connelly;3;0;1;24.04.2024
Judith Reichel;4;5;5;24.04.2024
Audrey Purdy;5;3;5;24.04.2024
Estelle Stark;6;3;1;24.04.2024
Christina Bode;7;3;3;24.04.2024
Austin Shanahan;8;0;4;24.04.2024
Krystal Hand;9;2;3;24.04.2024
Corey Cummerata;10;3;5;24.04.2024
Mr. Joshua Heller;1;5;1;24.04.2024
Jared Bauch;2;5;4;24.04.2024
Dr. Gerardo Tremblay;3;5;5;24.04.2024
Bryan Flatley;4;5;0;24.04.2024
Perry Fahey;5;0;2;24.04.2024
Wendell Mueller;6;1;4;24.04.2024
Wesley Luettgen Sr.;7;4;0;24.04.2024
Cary Rosenbaum;8;2;5;24.04.2024
Ira Braun;9;3;3;24.04.2024
Clinton Barrows;10;4;2;24.04.2024
Angelo Stracke;1;5;5;24.04.2024
Josh Zulauf;2;0;5;24.04.2024
Pat Boyle;3;0;3;24.04.2024
Seth Hegmann;4;3;2;24.04.2024
Dr. Ann Corkery DVM;5;4;0;24.04.2024
Rita Koelpin;6;5;2;24.04.2024
Darryl Hilpert;7;4;0;24.04.2024
May Littel;8;3;1;24.04.2024
Marlene Morar V;9;5;0;24.04.2024
Carla Lind;10;0;4;24.04.2024
Nadine Bechtelar;1;0;2;24.04.2024
Leslie Johnson;2;4;3;24.04.2024
Marlon Schmeler;3;2;4;24.04.2024
Sidney TillmanKunze I;4;4;5;24.04.2024
Miss Willie Muller;5;4;4;24.04.2024
Bruce Franecki;6;3;3;24.04.2024
Violet Franecki;7;3;3;24.04.2024
Wilson Muller;8;5;1;24.04.2024
Kim Leuschke;9;5;5;24.04.2024
Claudia Hauck;10;2;1;24.04.2024
Nelson O'Reilly;1;2;3;24.04.2024
Stacy Haley;2;0;1;24.04.2024
Frederick Rodriguez IV;3;4;0;24.04.2024
Philip Padberg;4;3;5;24.04.2024
Norma Greenholt;5;5;1;24.04.2024
Brent O'Keefe;6;1;1;24.04.2024
Timothy Moen;7;2;3;24.04.2024
Tyrone HoegerCollins;8;5;1;24.04.2024
Darrel Mayert;9;0;5;24.04.2024
Timothy Lehner;10;3;5;24.04.2024
Bessie Weissnat;1;0;2;24.04.2024
Betty Schoen;2;2;4;24.04.2024
Guy Kutch;3;5;5;24.04.2024
Lonnie Effertz I;4;3;1;24.04.2024
Teresa Waelchi;5;4;2;24.04.2024
Gary Harber;6;3;2;24.04.2024
Patti Haley;7;5;0;24.04.2024
Mr. Dustin Yundt;8;3;2;24.04.2024
Dr. Elmer Torp;9;5;3;24.04.2024
Jacqueline Kertzmann;10;0;0;24.04.2024
Leona Abbott;1;1;5;24.04.2024
Mathew Hauck;2;4;4;24.04.2024
Randy Beatty;3;4;0;24.04.2024
Randolph Sanford;4;3;4;24.04.2024
Molly Zieme;5;2;0;24.04.2024
Earnest Schmidt;6;2;5;24.04.2024
Rudolph Leannon;7;5;2;24.04.2024
Donnie Mayer;8;3;5;24.04.2024
Kristopher Larson;9;2;1;24.04.2024
Madeline Christiansen;10;1;0;24.04.2024
Ashley Gleason III;1;4;0;24.04.2024
Jimmie Parisian;2;2;4;24.04.2024
Gregory Hammes;3;2;1;24.04.2024
Ann Tillman;4;5;5;24.04.2024
Homer Weissnat;5;2;2;24.04.2024
Marian Hand;6;4;3;24.04.2024
Katrina Johnston DDS;7;1;2;24.04.2024
Mrs. Evelyn Mohr;8;4;4;24.04.2024
Marie Frami;9;2;4;24.04.2024
Mr. Rogelio O'Hara;10;1;0;24.04.2024
Geraldine Orn;1;0;4;24.04.2024
Mr. Alberto Kertzmann;2;1;4;24.04.2024
Ramona Bosco;3;2;5;24.04.2024
Santos Beer;4;0;2;24.04.2024
Kristie Bode;5;4;3;24.04.2024
Mr. Everett Sporer;6;1;2;24.04.2024
Wm Gerlach;7;4;3;24.04.2024
Sally Terry;8;5;3;24.04.2024
Willard Torphy;9;5;5;24.04.2024
Donnie Rice;10;1;0;24.04.2024
Randall Hermann;1;2;0;24.04.2024
Stephanie Stiedemann III;2;3;1;24.04.2024
Dr. Mabel Funk;3;2;4;24.04.2024
Bill Feeney;4;5;2;24.04.2024
Herman Luettgen;5;2;5;24.04.2024
Beverly Klein;6;2;3;24.04.2024
Terence Rippin DVM;7;4;3;24.04.2024
Wayne Bradtke;8;5;2;24.04.2024
Perry Howe;9;4;3;24.04.2024
Dr. Janis Corwin;10;1;0;24.04.2024
Amy Purdy;1;0;0;24.04.2024
Angela Marvin;2;5;5;24.04.2024
Gilberto Streich;3;3;1;24.04.2024
Mr. Clinton Kirlin;4;3;3;24.04.2024
Dr. Johnnie Mayert;5;3;2;24.04.2024
Gertrude DanielStark;6;0;4;24.04.2024
Lisa Murazik III;7;3;4;24.04.2024
Angie Reichert;8;4;4;24.04.2024
Elaine SchusterNitzsche;9;4;1;24.04.2024
Sophie Durgan;10;3;3;24.04.2024
Calvin Cummings;1;3;3;24.04.2024
Rosa Kling DDS;2;1;0;24.04.2024
Karen Ruecker II;3;5;5;24.04.2024
Benjamin Sipes;4;1;1;24.04.2024
Terrance Ratke;5;3;1;24.04.2024
Ray Halvorson;6;5;0;24.04.2024
Darryl Franey;7;3;1;24.04.2024
Joey Ratke V;8;4;4;24.04.2024
Andrew Greenholt;9;2;0;24.04.2024
Fannie Schinner;10;0;3;24.04.2024
Jose Koch;1;4;2;24.04.2024
Miss Tamara Stamm;2;5;5;24.04.2024
Tom Okuneva;3;1;5;24.04.2024
Emma Fadel;4;5;2;24.04.2024
Ervin Auer;5;2;4;24.04.2024
Delores Pagac;6;1;5;24.04.2024
Curtis Volkman;7;2;5;24.04.2024
Darryl HomenickMayert II;8;2;0;24.04.2024
Marty Bogisich;9;0;5;24.04.2024
Marjorie Gusikowski;10;5;1;24.04.2024
Angelica D'Amore;1;0;0;24.04.2024
Mary Hamill;2;0;1;24.04.2024
Matthew Hammes;3;5;2;24.04.2024
Betty Graham;4;0;1;24.04.2024
Stuart Farrell Sr.;5;0;2;24.04.2024
Miss Dianne Littel;6;0;5;24.04.2024
Maryann Halvorson DDS;7;1;5;24.04.2024
Ms. Johanna Douglas;8;3;1;24.04.2024
Sheila Johnston II;9;3;2;24.04.2024
Kendra Will;10;2;0;24.04.2024
Desiree Ernser;1;5;5;24.04.2024
Lucas Farrell;2;2;2;24.04.2024
Gabriel Bins I;3;3;3;24.04.2024
Abraham Franey;4;2;4;24.04.2024
Joey Kuhn;5;0;4;24.04.2024
Marlon Keeling;6;3;5;24.04.2024
Mildred Stracke;7;2;1;24.04.2024
Luis Kuphal;8;4;5;24.04.2024
Mabel Hane DVM;9;0;5;24.04.2024
Gertrude Feil;10;2;4;24.04.2024
Tanya Lakin IV;1;5;5;24.04.2024
Bertha Osinski;2;3;1;24.04.2024
Gwendolyn Yundt;3;5;1;24.04.2024
Lorena Yundt;4;1;2;24.04.2024
Dolores Roob;5;0;0;24.04.2024
Jackie Hintz;6;5;4;24.04.2024
Wade Raynor;7;2;5;24.04.2024
Rudy Wiza;8;0;4;24.04.2024
Melba Collier;9;5;5;24.04.2024
Mrs. Johnnie Hyatt;10;2;3;24.04.2024
Bobby Lubowitz;1;5;4;24.04.2024
Ken Schamberger;2;1;3;24.04.2024
Eileen Collier;3;1;2;24.04.2024
Cora Schneider;4;2;1;24.04.2024
Marcella Howell;5;2;4;24.04.2024
Alyssa Jones;6;4;4;24.04.2024
Patricia Jerde;7;0;3;24.04.2024
Yolanda Monahan PhD;8;5;1;24.04.2024
June Blick;9;0;2;24.04.2024
Penny Halvorson Jr.;10;2;5;24.04.2024
Judith Hirthe;1;0;2;24.04.2024
Hugh Shanahan;2;5;3;24.04.2024
Lois Langosh;3;1;0;24.04.2024
Hazel Von;4;4;0;24.04.2024
Eunice Hills;5;2;3;24.04.2024
Hattie Rau;6;4;4;24.04.2024
May KuvalisHyatt;7;2;0;24.04.2024
Alexander Boyle;8;3;5;24.04.2024
Miss Jeanette Little;9;1;1;24.04.2024
Lynda Lakin;10;3;2;24.04.2024
Kristie Marvin;1;4;0;24.04.2024
Sabrina Miller;2;2;3;24.04.2024
Dianne Moen;3;5;1;24.04.2024
Annie Rodriguez;4;3;5;24.04.2024
Francisco Conn;5;0;1;24.04.2024
Edna Littel;6;4;0;24.04.2024
Hugh SteuberSchowalter;7;5;5;24.04.2024
Joseph Fahey;8;2;3;24.04.2024
Dr. Doyle Reichert;9;0;5;24.04.2024
Lorenzo Bogisich;10;2;2;24.04.2024
Gordon LangLind;1;0;2;24.04.2024
Dr. Alyssa Huel;2;3;3;24.04.2024
Jeannie Lehner;3;1;1;24.04.2024
Ollie Rolfson;4;4;3;24.04.2024
Clark Shanahan;5;2;3;24.04.2024
Theresa Yundt DDS;6;5;2;24.04.2024
Roderick Ferry;7;4;4;24.04.2024
Tim Morar;8;3;2;24.04.2024
Desiree Schmitt;9;1;0;24.04.2024
Alvin Dickinson;10;2;1;24.04.2024
Meredith Schowalter;1;0;2;24.04.2024
Frederick Schneider;2;4;3;24.04.2024
Yvette Mitchell;3;3;0;24.04.2024
Nadine Douglas;4;3;5;24.04.2024
Mr. Devin Walter MD;5;0;2;24.04.2024
Laurence Hammes;6;1;3;24.04.2024
Matt Hauck;7;4;0;24.04.2024
Shane Goyette MD;8;3;5;24.04.2024
Carlos O'Conner;9;0;4;24.04.2024
Ashley Stoltenberg;10;3;2;24.04.2024
Allison Turcotte;1;3;1;24.04.2024
Marie Feil;2;3;4;24.04.2024
Cristina HartmannBosco;3;2;3;24.04.2024
Kirk Jakubowski;4;0;5;24.04.2024
Vanessa Effertz;5;2;1;24.04.2024
Carroll Orn;6;5;2;24.04.2024
Jeremiah Corkery;7;0;3;24.04.2024
Opal Maggio;8;3;3;24.04.2024
Megan Wiegand;9;5;3;24.04.2024
Gwen Bruen MD;10;3;3;24.04.2024
Patty Hirthe;1;2;3;24.04.2024
Shawna Metz;2;4;0;24.04.2024
Ismael Botsford;3;5;2;24.04.2024
Bennie Schmidt;4;3;2;24.04.2024
Dr. Philip Hilpert;5;3;2;24.04.2024
